PLAYERID,NAME,FNAME,ID7,BIRTHDATE,SKINTONE,EYEWEAR,SPEECH05,CFAVAIL,USE,COACH,PORTIN05,PORTIN06,IS07OR08,ISID7DUPL
609,Crawford,Jamal,JACRAWF,19800320,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
610,Radmanovic,Vladimir,VLRADMA,19801119,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
612,Schintzius,Dwayne,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
613,Miller,Brad,BRMILLE,19760412,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
614,Shackleford,Charles,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
615,David,Kornel,KODAVID,19711022,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
616,Turkoglu,Hedo,HITURKO,19790319,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
617,Claxton,Speedy,CRCLAXT,19780508,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
618,Stevenson,DeShawn,DESTEVE,19810403,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
619,Bagaric,Dalibor,DABAGAR,19800101,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
620,McInnis,Jeff,JEMCINN,19741022,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
621,Tsakalidis,Jake,IATSAKA,19790610,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
622,Brown,Gerald,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
623,Madsen,Mark,MAMADSE,19760128,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
624,Jackson,Randell,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
625,Langhi,Dan,DALANGH,19771128,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
626,Voskuhl,Jake,JAVOSKU,19771101,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
627,El-Amin,Khalid,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
628,Smith,Mike,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
630,House,Eddie,EDHOUSE,19780514,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
631,Norris,Moochie,MONORRI,19730727,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
633,King,Gerard,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
634,Gaze,Andrew,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
636,Bailey,Thurl,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
637,Stepania,Vladimir,VLSTEPA,19760508,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
638,Boykins,Earl,EABOYKI,19760602,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
639,Nesby,Tyrone,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
640,Hawkins,Michael,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
642,Jones,Damon,DAJONES,19760825,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
643,Najera,Eduardo,EDNAJER,19760711,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
646,Postell,Lavor,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
648,Hudson,Troy,TRHUDSO,19760313,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
649,Redd,Michael,MIREDD_,19790824,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
654,Cardinal,Brian,BRCARDI,19770502,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
655,Hart,Jason,JAHART_,19780429,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
657,Okulaja,Ademola,ADOKULA,19751007,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2008,FALSE
658,Santiago,Daniel,DASANTI,19760624,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
660,Newble,Ira,IRNEWBL,19750120,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
661,McPherson,Paul,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
663,Medvedenko,Slava,STMEDVE,19790404,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
665,Wolkowyski,Ruben,RUWOLKO,19800430,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
666,Robinson,Larry,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
669,Edwards,Kevin,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
671,Braggs,Torraye,TOBRAGG,19760515,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
674,Fowlkes,Tremaine,TRFOWLK,19760411,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
675,Johnson,DeMarco,DEJOHNS,19770101,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
676,Sesay,Ansu,ANSESAY,19760729,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
679,Wheeler,Tyson,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
684,Farmer,Tony,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
685,McCaskill,Amal,AMMCCAS,19731028,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
686,Marshall,Donny,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
688,Penberthy,Mike,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
690,Nolan,Norman,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
694,Higgins,Sean,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
695,Caldwell,Adrian,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
696,Avent,Anthony,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
700,Pettit,Bob,BOPETTI,19321212,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
701,Schayes,Dolph,DOSCHAY,19280519,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
702,Arizin,Paul,PAARIZI,19280409,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
703,Sharman,Bill,BISHARM,19260525,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
704,Cousy,Bob,BOCOUSY,19280809,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
705,Gallatin,Harry,HAGALLA,19270426,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
707,Guerin,Richie,RIGUERI,19320529,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
708,Yardley,George,GEYARDL,19281103,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
709,Costello,Larry,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
710,Hagan,Cliff,CLHAGAN,19311209,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
711,Braun,Carl,CABRAUN,19270925,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
712,Chamberlain,Wilt,WICHAMB,19360821,3,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
713,Russell,Bill,BIRUSSE,19340212,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
714,Baylor,Elgin,ELBAYLO,19340916,3,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
715,Robertson,Oscar,OSROBER,19381124,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
716,West,Jerry,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
717,Reed,Willis,WIREED_,19420625,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
718,Greer,Hal,HAGREER,19360626,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
719,Wilkens,Lenny,LEWILKE,19371028,2,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
720,Lucas,Jerry,JELUCAS,19400330,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
721,Jones,Sam,SAJONES,19330624,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
722,Heinsohn,Tommy,TOHEINS,19340826,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
723,Bellamy,Walt,WABELLA,19390724,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
724,Johnson,Ernie,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
725,Havlicek,John,JOHAVLI,19400408,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
726,Barry,Rick,RIBARRY,19440328,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
727,Bing,Dave,DABING_,19431124,3,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
728,Frazier,Walt,WAFRAZI,19450329,3,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
729,Cowens,Dave,DACOWEN,19481025,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
730,Cunningham,Billy,BICUNNI,19430603,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
731,Unseld,Wes,WEUNSEL,19460314,2,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
732,Monroe,Earl,EAMONRO,19441121,3,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
733,Lanier,Bob,BOLANIE,19480910,3,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
734,Drexler,Clyde,CLDREXL,19620622,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
735,Walton,Bill,BIWALTO,19521105,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
736,Malone,Moses,MOMALON,19550323,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
737,Bird,Larry,LABIRD_,19561207,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
738,Erving,Julius,JUERVIN,19500222,3,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
739,Gervin,George,GEGERVI,19520427,2,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
740,Johnson,Magic,EAJOHNS,19590814,3,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
741,Archibald,Nate,NAARCHI,19480209,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
742,McHale,Kevin,KEMCHAL,19571219,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
743,Barkley,Charles,CHBARKL,19630220,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
748,O'Neal,Shaquille,SHONEAL,19720306,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
749,Malone,Karl,KAMALON,19630724,3,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
750,Pippen,Scottie,SCPIPPE,19650925,3,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
751,Miller,Reggie,REMILLE,19650824,2,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
753,Payton,Gary,GAPAYTO,19680723,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
754,Hill,Grant,GRHILL_,19721005,2,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
760,Worthy,James,JAWORTH,19610227,3,1,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
761,Thomas,Isiah,ISTHOMA,19610430,3,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
762,Parish,Robert,ROPARIS,19530830,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
763,Maravich,Pete,PEMARAV,19470622,1,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
764,Wilkins,Dominique,DOWILKI,19600112,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
766,Hardaway,Penny,ANHARDA,19710718,3,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
800,Referee,Ref,REFERE1,0,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE
801,Referee,Ref,REFERE2,0,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE
802,Referee,Ref,REFERE3,0,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,FALSE
803,Pettit,Bob,BOPETTI,19321212,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
804,Schayes,Dolph,DOSCHAY,19280519,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
805,Arizin,Paul,PAARIZI,19280409,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
806,Sharman,Bill,BISHARM,19260525,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
807,Cousy,Bob,BOCOUSY,19280809,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
808,Gallatin,Harry,HAGALLA,19270426,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
810,Guerin,Richie,RIGUERI,19320529,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
811,Yardley,George,GEYARDL,19281103,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
813,Hagan,Cliff,CLHAGAN,19311209,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
814,Braun,Carl,CABRAUN,19270925,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
815,Chamberlain,Wilt,WICHAMB,19360821,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
816,Russell,Bill,BIRUSSE,19340212,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
817,Baylor,Elgin,ELBAYLO,19340916,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
818,Robertson,Oscar,OSROBER,19381124,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
820,Reed,Willis,WIREED_,19420625,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
821,Greer,Hal,HAGREER,19360626,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
822,Wilkens,Lenny,LEWILKE,19371028,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
823,Lucas,Jerry,JELUCAS,19400330,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
824,Jones,Sam,SAJONES,19330624,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
825,Heinsohn,Tommy,TOHEINS,19340826,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
826,Bellamy,Walt,WABELLA,19390724,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
827,Lanier,Bob,BOLANIE,19480910,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
828,Havlicek,John,JOHAVLI,19400408,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
829,Barry,Rick,RIBARRY,19440328,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
830,Maravich,Pete,PEMARAV,19470622,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
831,Frazier,Walt,WAFRAZI,19450329,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
832,Cowens,Dave,DACOWEN,19481025,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
834,Monroe,Earl,EAMONRO,19441121,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
835,Archibald,Nate,NAARCHI,19480209,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
836,Cunningham,Billy,BICUNNI,19430603,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
837,Bing,Dave,DABING_,19431124,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
838,Walton,Bill,BIWALTO,19521105,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
839,Malone,Moses,MOMALON,19550323,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
840,Bird,Larry,LABIRD_,19561207,1,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
841,Erving,Julius,JUERVIN,19500222,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
842,Gervin,George,GEGERVI,19520427,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
843,Johnson,Magic,EAJOHNS,19590814,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
844,Thomas,Isiah,ISTHOMA,19610430,3,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
845,McHale,Kevin,KEMCHAL,19571219,0,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
848,Parish,Robert,ROPARIS,19530830,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
849,Worthy,James,JAWORTH,19610227,3,1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
850,Wilkins,Dominique,DOWILKI,19600112,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
851,O'Neal,Shaquille,SHONEAL,19720306,4,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
852,Malone,Karl,KAMALON,19630724,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
853,Pippen,Scottie,SCPIPPE,19650925,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
854,Miller,Reggie,REMILLE,19650824,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
856,Payton,Gary,GAPAYTO,19680723,4,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
857,Hill,Grant,GRHILL_,19721005,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
863,Hardaway,Penny,ANHARDA,19710718,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
864,Drexler,Clyde,CLDREXL,19620622,4,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
865,Unseld,Wes,WEUNSEL,19460314,2,0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
900,Martin,Kenyon,KEMARTI,19771230,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
901,Carter,Vince,VICARTE,19770126,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
902,Magloire,Jamaal,JAMAGLO,19780521,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
903,Iverson,Allen,ALIVERS,19750607,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
904,Artest,Ron,ROARTES,19791113,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
905,Davis,Baron,BADAVIS,19790413,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
906,Redd,Michael,MIREDD_,19790824,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
907,Wallace,Ben,BEWALLA,19740910,4,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
908,Kidd,Jason,JAKIDD_,19730323,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
909,McGrady,Tracy,TRMCGRA,19790524,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
911,O'Neal,Jermaine,JEONEAL,19781013,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
912,Pierce,Paul,PAPIERC,19771013,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
913,O'Neal,Shaquille,SHONEAL,19720306,4,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
914,Duncan,Tim,TIDUNCA,19760425,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
915,Garnett,Kevin,KEGARNE,19760519,4,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
916,Bryant,Kobe,KOBRYAN,19780823,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
917,Francis,Steve,STFRANC,19770221,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
918,Ming,Yao,YAMING_,19800912,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
919,Cassell,Sam,SACASSE,19691118,2,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
920,Miller,Brad,BRMILLE,19760412,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
921,Nowitzki,Dirk,DINOWIT,19780619,0,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
923,Allen,Ray,RAALLEN,19750720,3,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
924,Stojakovic,Peja,PRSTOJA,19770609,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
925,Kirilenko,Andrei,ANKIRIL,19810218,1,0,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,,TRUE
928,Butler,Mitchell,MIBUTLE,19701215,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
929,Arroyo,Carlos,CAARROY,19790730,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
930,Jefferson,Richard,RIJEFFE,19800621,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
931,Murphy,Troy,TRMURPH,19800502,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
932,Hunter,Steven,STHUNTE,19811031,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
933,Haston,Kirk,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
934,Bradley,Michael,MIBRADL,19790418,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
935,Collins,Jason,JSCOLLI,19781202,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
936,Randolph,Zach,ZARANDO,19810716,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
937,Haywood,Brendan,BRHAYWO,19791127,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
938,Forte,Joe,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
939,Sasser,Jeryl,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
940,Armstrong,Brandon,BRARMST,19800616,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
941,Lopez,Raul,RALOPEZ,19800415,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
942,Wallace,Gerald,GEWALLA,19820723,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
943,Dalembert,Samuel,SADALEM,19810510,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
944,Tinsley,Jamaal,JATINSL,19780228,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
945,Parker,Tony,TOPARKE,19820517,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE
946,Hassell,Trenton,TRHASSE,19790304,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
947,Arenas,Gilbert,GIARENA,19820106,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
949,Solomon,Willie,WISOLOM,19780101,3,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
950,Morris,Terence,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
951,Scalabrine,Brian,BRSCALA,19780318,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
952,Trepagnier,Jeff,JETREPA,19790711,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
953,Brown,Damone,DABROWN,19790628,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
956,Watson,Earl,EAWATSO,19790612,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
957,Brewer,Jamison,JABREWE,19801119,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
958,Simmons,Bobby,BOSIMMO,19800602,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
962,Woods,Loren,LOWOODS,19780621,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
964,Fotsis,Antonis,ANFOTSI,19810401,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2008,FALSE
966,Boumtje,Ruben,RUBOUMT,19780520,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
967,Ford,Alton,ALFORD_,19810529,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
969,Collins,Jarron,JRCOLLI,19781202,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
970,Satterfield,Kenny,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
973,Jones,Alvin,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
975,Cornell,Peter,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
976,Gill,Eddie,EDGILL_,19780816,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE
977,Bell,Charlie,CHBELL_,19790312,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
978,Crispin,Joe,,,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE
