PLAYERID,NAME,FNAME,NAMECOMBINE,ID7,BIRTHDATE,SKINTONE,EYEWEAR,SPEECH05,CFAVAIL,USE,COACH,PORTIN05,PORTIN06,IS07OR08,ISID7DUPL,ISIDDUPL
380,Dare,Yinka,"Dare,Yinka",YIDARE_,19721010,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,98,FALSE,FALSE
382,Ilgauskas,Zydrunas,"Ilgauskas,Zydrunas",ZYILGAU,19750605,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
384,Anstey,Chris,"Anstey,Chris",CHANSTE,19750101,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
385,Anthony,Greg,"Anthony,Greg",GRANTHO,19671115,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
386,Barry,Drew,"Barry,Drew",DRBARRY,19730217,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
387,Beck,Corey,"Beck,Corey",COBECK_,19710527,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
391,Booth,Keith,"Booth,Keith",KEBOOTH,19741009,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
393,Muursepp,Martin,"Muursepp,Martin",MAMUURS,19740926,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
394,Brunson,Rick,"Brunson,Rick",RIBRUNS,19720614,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
395,Bell,Terrell,"Bell,Terrell",TEBELL_,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
397,Collins,James,"Collins,James",JMCOLLI,19731105,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,99,FALSE,FALSE
398,Conlon,Marty,"Conlon,Marty",MACONLO,19680119,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
399,Crawford,Chris,"Crawford,Chris",CHCRAWF,19750513,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
400,Davis,Ben,"Davis,Ben",BEDAVIS,19721226,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
401,Davis,Terry,"Davis,Terry",TEDAVIS,19670617,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
402,Eackles,Ledell,"Eackles,Ledell",LEEACKL,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
404,Feick,Jamie,"Feick,Jamie",JAFEICK,19740703,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2001,FALSE,FALSE
405,Funderburke,Lawrence,"Funderburke,Lawrence",LAFUNDE,19701215,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
408,Grant,Gary,"Grant,Gary",GAGRANT,19650421,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
410,Brezec,Primoz,"Brezec,Primoz",PRBREZE,19791002,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
411,Henderson,Cedric,"Henderson,Cedric",CEHENDE,19750311,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
412,Day,Todd,"Day,Todd",TODAY__,19700107,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
413,Grant,Paul,"Grant,Paul",PAGRANT,19740106,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
414,Cato,Kelvin,"Cato,Kelvin",KECATO_,19740826,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
415,King,Stacey,"King,Stacey",STKING_,19670129,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,98,FALSE,FALSE
416,McGrady,Tracy,"McGrady,Tracy",TRMCGRA,19790524,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
417,Brown,Marcus,"Brown,Marcus",MABROWN,19740403,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,98,FALSE,FALSE
418,Jaric,Marko,"Jaric,Marko",MAJARIC,19781210,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
419,Askew,Vincent,"Askew,Vincent",VIASKEW,19660228,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,98,FALSE,FALSE
420,Hammonds,Tom,"Hammonds,Tom",TOHAMMO,19670327,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
421,Sesar,Josip,"Sesar,Josip",JOSESAR,19780117,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
422,Hendrickson,Mark,"Hendrickson,Mark",MAHENDR,19740623,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
423,Dickens,Kaniel,"Dickens,Kaniel",KADICKE,19780721,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
424,Honeycutt,Jerald,"Honeycutt,Jerald",JEHONEY,19741020,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
425,Jordan,Reggie,"Jordan,Reggie",REJORDA,19680126,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
426,LaRue,Rusty,"LaRue,Rusty",RULARUE,19731210,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
427,Rakocevic,Igor,"Rakocevic,Igor",IGRAKOC,19780329,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
429,Hightower,Cory,"Hightower,Cory",COHIGHT,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
430,Miller,Anthony,"Miller,Anthony",ANMILLE,19791027,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
431,Murdock,Eric,"Murdock,Eric",ERMURDO,19680614,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
432,O'Bannon,Charles,"O'Bannon,Charles",CHOBANN,19750222,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
435,Pollard,Scot,"Pollard,Scot",SCPOLLA,19750212,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
436,Pope,Mark,"Pope,Mark",MAPOPE_,19720911,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
437,Riley,Eric,"Riley,Eric",ERRILEY,19700602,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
438,Goodrich,Steve,"Goodrich,Steve",STGOODR,19760318,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
440,Rose,Malik,"Rose,Malik",MAROSE_,19741123,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
441,Zhizhi,Wang,"Zhizhi,Wang",WAZHIZH,19770708,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
442,Vanterpool,David,"Vanterpool,David",DAVANTE,19730331,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
443,Stewart,Michael,"Stewart,Michael",MISTEWA,19750424,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
444,Stojakovic,Peja,"Stojakovic,Peja",PRSTOJA,19770609,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
446,Bell,Raja,"Bell,Raja",RABELL_,19760919,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
447,Washington,Eric,"Washington,Eric",ERWASHI,19740323,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
448,Brown,Kwame,"Brown,Kwame",KWBROWN,19820310,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
449,Wheat,DeJuan,"Wheat,DeJuan",DEWHEAT,19731014,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
450,Chandler,Tyson,"Chandler,Tyson",TYCHAND,19821002,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
451,Williams,Alvin,"Williams,Alvin",ALWILLI,19740806,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
452,Harrington,Al,"Harrington,Al",ALHARRI,19800217,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
453,Gasol,Pau,"Gasol,Pau",PAGASOL,19800607,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
454,Jamison,Antawn,"Jamison,Antawn",ANJAMIS,19760612,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
455,Patterson,Andrae,"Patterson,Andrae",ANPATTE,19751211,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
456,Curry,Eddy,"Curry,Eddy",EDCURRY,19821205,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
457,Wells,Bonzi,"Wells,Bonzi",BOWELLS,19760920,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
458,Drew,Bryce,"Drew,Bryce",BRDREW_,19740921,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
459,Skinner,Brian,"Skinner,Brian",BRSKINN,19760519,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
460,Sundov,Bruno,"Sundov,Bruno",BRSUNDO,19800210,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
462,Benjamin,Corey,"Benjamin,Corey",COBENJA,19780224,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
463,Richardson,Jason,"Richardson,Jason",JARICHA,19810120,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
464,Carr,Cory,"Carr,Cory",COCARR_,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
465,Mobley,Cuttino,"Mobley,Cuttino",CUMOBLE,19750901,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
466,Battier,Shane,"Battier,Shane",SHBATTI,19780908,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
467,Jordan,Michael,"Jordan,Michael",MIJORDA,19630217,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
468,Nowitzki,Dirk,"Nowitzki,Dirk",DINOWIT,19780619,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
469,Lopez,Felipe,"Lopez,Felipe",FELOPEZ,19741219,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
470,Griffin,Eddie,"Griffin,Eddie",EDGRIFF,19820530,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
471,White,Jahidi,"White,Jahidi",JAWHITE,19760219,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
472,James,Jerome,"James,Jerome",JEJAMES,19751117,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
473,McCoy,Jelani,"McCoy,Jelani",JEMCCOY,19771206,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
474,Henderson,J.R.,"Henderson,J.R.",JRHENDE,,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
475,Williams,Jason,"Williams,Jason",JAWILLI,19751118,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
476,Clark,Keon,"Clark,Keon",KECLARK,19750416,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
477,Young,Korleone,"Young,Korleone",KOYOUNG,,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
478,Hughes,Larry,"Hughes,Larry",LAHUGHE,19790123,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
479,Diop,DeSagana,"Diop,DeSagana",DEDIOP_,19820130,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
480,Harpring,Matt,"Harpring,Matt",MAHARPR,19760531,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
481,Bibby,Mike,"Bibby,Mike",MIBIBBY,19780513,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
482,Dickerson,Michael,"Dickerson,Michael",MIDICKE,19750625,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
483,Doleac,Michael,"Doleac,Michael",MIDOLEA,19770615,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
484,Olowokandi,Michael,"Olowokandi,Michael",MIOLOWO,19750403,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
487,Mohammed,Nazr,"Mohammed,Nazr",NAMOHAM,19770905,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
488,Garrity,Pat,"Garrity,Pat",PAGARRI,19760823,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
489,Pierce,Paul,"Pierce,Paul",PAPIERC,19771013,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
490,White,Rodney,"White,Rodney",ROWHITE,19800628,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
491,LaFrentz,Raef,"LaFrentz,Raef",RALAFRE,19760529,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
492,Lewis,Rashard,"Lewis,Rashard",RALEWIS,19790808,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
493,Nesterovic,Rasho,"Nesterovic,Rasho",RANESTE,19760530,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
494,Davis,Ricky,"Davis,Ricky",RIDAVIS,19790923,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
495,McLeod,Roshown,"McLeod,Roshown",ROMCLEO,19751117,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
496,Traylor,Robert,"Traylor,Robert",ROTRAYL,19770201,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
497,Patterson,Ruben,"Patterson,Ruben",RUPATTE,19750731,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
498,Johnson,Joe,"Johnson,Joe",JOJOHNS,19810629,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
499,Stack,Ryan,"Stack,Ryan",RYSTACK,,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
500,Brown,Kedrick,"Brown,Kedrick",KEBROWN,19810318,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
501,Coleman,Lorenzo,"Coleman,Lorenzo",LOCOLEM,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
502,Hamilton,Tang,"Hamilton,Tang",TAHAMIL,19780526,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2003,FALSE,FALSE
503,Fontaine,Ike,"Fontaine,Ike",ISFONTA,19750316,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
504,Garner,Chris,"Garner,Chris",CHGARNE,19750223,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
505,Drobnjak,Predrag,"Drobnjak,Predrag",PRDROBN,19751027,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
506,Alexander,Victor,"Alexander,Victor",VIALEXA,19690831,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
508,Brand,Elton,"Brand,Elton",ELBRAND,19790311,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
509,Francis,Steve,"Francis,Steve",STFRANC,19770221,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
510,Davis,Baron,"Davis,Baron",BADAVIS,19790413,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
511,Odom,Lamar,"Odom,Lamar",LAODOM_,19791106,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
512,Bender,Jonathan,"Bender,Jonathan",JOBENDE,19810130,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
513,Szczerbiak,Wally,"Szczerbiak,Wally",WASZCZE,19770305,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
514,Hamilton,Richard,"Hamilton,Richard",RIHAMIL,19780214,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
515,Miller,Andre,"Miller,Andre",ADMILLE,19760319,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
516,Marion,Shawn,"Marion,Shawn",SHMARIO,19780507,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
517,Terry,Jason,"Terry,Jason",JATERRY,19770915,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
518,Langdon,Trajan,"Langdon,Trajan",TRLANGD,19760513,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
519,Radojevic,Alek,"Radojevic,Alek",ALRADOJ,19760808,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
520,Maggette,Corey,"Maggette,Corey",COMAGGE,19791112,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
521,Avery,William,"Avery,William",WIAVERY,19790808,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
522,Weis,Frederic,"Weis,Frederic",FRWEIS_,19820130,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
523,Artest,Ron,"Artest,Ron",ROARTES,19791113,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
524,Bowdler,Cal,"Bowdler,Cal",CABOWDL,19770331,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
525,Posey,James,"Posey,James",JAPOSEY,19770113,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
526,Lewis,Quincy,"Lewis,Quincy",QULEWIS,19770626,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
527,Glover,Dion,"Glover,Dion",DIGLOVE,19781022,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
528,Foster,Jeff,"Foster,Jeff",JEFOSTE,19770116,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
529,Thomas,Kenny,"Thomas,Kenny",KETHOMA,19770725,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
530,George,Devean,"George,Devean",DEGEORG,19770929,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
531,Kirilenko,Andrei,"Kirilenko,Andrei",ANKIRIL,19810218,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
532,James,Tim,"James,Tim",TIJAMES,19761225,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
533,Cummings,Vonteego,"Cummings,Vonteego",VOCUMMI,19760229,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
534,Jones,Jumaine,"Jones,Jumaine",JUJONES,19790210,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
535,Padgett,Scott,"Padgett,Scott",SCPADGE,19760419,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
536,Smith,Leon,"Smith,Leon",LESMITH,19801102,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
537,Celestand,John,"Celestand,John",JOCELES,,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
538,Hill,Rico,"Hill,Rico",RIHILL_,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
539,Ruffin,Michael,"Ruffin,Michael",MIRUFFI,19770121,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
540,Herren,Chris,"Herren,Chris",CHHERRE,19750927,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2003,FALSE,FALSE
541,Eschmeyer,Evan,"Eschmeyer,Evan",EVESCHM,19750530,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
542,Booth,Calvin,"Booth,Calvin",CABOOTH,19760507,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
543,Alston,Rafer,"Alston,Rafer",RAALSTO,19760724,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
544,Ekezie,Obinna,"Ekezie,Obinna",OBEKEZI,19750822,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
545,Profit,Laron,"Profit,Laron",LAPROFI,19770805,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
546,Bramlett,A.J.,"Bramlett,A.J.",AJBRAML,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
547,Buckner,Greg,"Buckner,Greg",GRBUCKN,19760916,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
548,Elson,Francisco,"Elson,Francisco",FRELSON,19760228,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
549,Dial,Derrick,"Dial,Derrick",DEDIAL_,19751220,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
550,Nailon,Lee,"Nailon,Lee",LENAILO,19750222,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
551,Williams,Shammond,"Williams,Shammond",SHWILLI,19750405,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
553,Cunningham,William,"Cunningham,William",WICUNNI,19740325,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
554,MacCulloch,Todd,"MacCulloch,Todd",TOMACCU,19760127,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
555,Moore,Mikki,"Moore,Mikki",MIMOORE,19751104,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
556,Ketner,Lari,"Ketner,Lari",LAKETNE,19770201,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
558,Hamilton,Zendon,"Hamilton,Zendon",ZEHAMIL,19750427,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
560,Buford,Rodney,"Buford,Rodney",ROBUFOR,19771102,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
561,Levett,Melvin,"Levett,Melvin",MELEVET,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
563,Young,Tim,"Young,Tim",TIYOUNG,,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
564,Carter,Anthony,"Carter,Anthony",ANCARTE,19750616,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
565,Bowen,Ryan,"Bowen,Ryan",RYBOWEN,19751120,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
566,Cleaves,Mateen,"Cleaves,Mateen",MACLEAV,19770907,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
567,Harvey,Antonio,"Harvey,Antonio",ANHARVE,19700709,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE
568,Griffin,Adrian,"Griffin,Adrian",ADGRIFF,19740704,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
569,Robinson,Eddie,"Robinson,Eddie",EDROBIN,19760419,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
570,Amaechi,John,"Amaechi,John",JOAMAEC,19701126,,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
571,Atkins,Chucky,"Atkins,Chucky",CHATKIN,19740814,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
572,Ollie,Kevin,"Ollie,Kevin",KEOLLIE,19721227,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
573,Martin,Kenyon,"Martin,Kenyon",KEMARTI,19771230,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
574,Fizer,Marcus,"Fizer,Marcus",MAFIZER,19780810,2,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
575,Swift,Stromile,"Swift,Stromile",STSWIFT,19791121,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
576,Alexander,Courtney,"Alexander,Courtney",CUALEXA,19770427,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
577,Miles,Darius,"Miles,Darius",DAMILES,19811009,4,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
578,Mihm,Chris,"Mihm,Chris",CHMIHM_,19790716,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
579,Miller,Mike,"Miller,Mike",MIMILLE,19800219,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
580,Peterson,Morris,"Peterson,Morris",MOPETER,19770826,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,TRUE,FALSE
581,Przybilla,Joel,"Przybilla,Joel",JOPRZYB,19791010,0,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
582,Johnson,DerMarr,"Johnson,DerMarr",DRJOHNS,19800505,3,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,,FALSE,FALSE
